COMMUNITY,RATING,DATE_RISK,COMMID,COMMTYPE,FPZONE,FMZONE,LGA,ALCOUNCIL,POPULATION,MUNSPROV,MUNSTYPE,FUELREDUC,FIREBREAK,FIREPLAN,LATITUDE,LONGITUDE
Ilpurla,Moderate,2020-06-30,1018,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,10.0,Ilpurla Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-24.31521,132.71446
Iluwurru,High,2020-06-30,904,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.03222,136.65003
Ilyiperenye,Low,2020-06-30,50,Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,40.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.743819,133.870792
Imangara,Moderate,2020-06-30,250,Minor,No,Alice Springs,Barkly Regional Council,Central Land Council,81.0,Barkly Regional Council,Local Government Association,Yes,Yes,No,-21.04961,134.68117
Imanpa,Moderate,2020-06-30,51,Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,177.0,MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-25.13051,132.56999
Impadna,High,2020-06-30,20926,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.15452,133.56947
Imperrenth,High,2020-06-30,961,Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.21086,134.96858
Importna,Low,2020-06-30,52,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,3.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.94048,132.74341
Inarlenge,Low,2020-06-30,90,Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,64.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.728819,133.858958
Inbina Atwatye,Low,2020-06-30,932,Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,8.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.74118,133.71324
Indaringinya,High,2020-06-30,15,Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,23.0,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.67707,134.71992
Ininti,High,2020-06-30,54,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.16827,129.15249
Injilatparri,High,2020-06-30,336,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.611125,133.413625
Injirramurri,Moderate,2020-06-30,55,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-22.46523,131.12911
Injulkama,High,2020-06-30,8,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.07626,133.10673
Inkawenyerre,Moderate,2020-06-30,726,Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-21.82016,134.84707
Inkwelaye,Moderate,2020-06-30,82,Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.07951,134.83153
Intjartnama,Low,2020-06-30,56,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,10.0,Ngurratjuta Pmara Ntjarra Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-24.06292,132.92056
Inyilingi,Moderate,2020-06-30,59,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.24973,131.42488
Ipalala,Low,2020-06-30,771,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,6.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.92556,132.67808
Ipolera,Low,2020-06-30,60,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.98862,132.37407
Irgul Point,Low,2020-06-30,978,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,4.0,Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.34201,132.52876
Irklancha Atwacha,High,2020-06-30,1025,Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.6941,133.9052
Iron Stone,High,2020-06-30,826,Family Outstation,Yes,Vernon Arafura,Un-Incorporate (Cox-Daly),Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.89499,130.43571
Irrerlirre,Low,2020-06-30,703,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,20.0,Central Desert Regional Council,Local Government Association,Yes,Yes,No,-22.8462,135.1345
Irriltyere (A),Low,2020-06-30,921,Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,8.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.75129,133.69467
Irriltyere (B),Low,2020-06-30,922,Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,8.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.76105,133.68564
Irrmarne,High,2020-06-30,853,Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.65405,136.39475
Irrowa,Moderate,2020-06-30,24989,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,No,Yes,No,-24.62515,132.33103
Irrultja,Moderate,2020-06-30,63,Minor,No,Alice Springs,Barkly Regional Council,Central Land Council,45.0,Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-21.97997,135.11128
Itchy Koo Park,Low,2020-06-30,935,Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,30.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.766666,133.65816
Iteyepintye,Low,2020-06-30,923,Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,24.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.76466,133.59994
Itperlyenge,Low,2020-06-30,924,Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,15.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.76361,133.61103
Itwiyethwenge,Moderate,2020-06-30,64,Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,4.0,Tangentyere Council Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.663625,133.871681
Iwupataka,Low,2020-06-30,65,Minor,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,,MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-23.79061,133.50327
Iylentye,Moderate,2020-06-30,727,Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-21.98676,134.72667
Jangirulu,High,2020-06-30,704,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-18.12561,133.61111
Jarra Jarra,Moderate,2020-06-30,234,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-20.84765,133.22064
Jarramagorndarra,High,2020-06-30,966,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.29072,134.65311
Jemelke,Moderate,2020-06-30,824,Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,12.0,Thangkenharenge Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-21.533888,133.87473
Ji-Balbal,Moderate,2020-06-30,338,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,24.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.29755,134.61989
Ji-Bena,Moderate,2020-06-30,311,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,28.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.14418,134.5264
Ji-Malawa,Moderate,2020-06-30,793,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,20.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.12168,134.67334
Ji-Marda,Moderate,2020-06-30,340,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,58.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.056125,134.615014
Jilkminggan,High,2020-06-30,593,Minor,No,Savanna,Roper Gulf Regional Council,Northern Land Council,354.0,Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.953055,133.3
Jilundarina,High,2020-06-30,261,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.60557,137.57665
Jimilaya,Moderate,2020-06-30,989,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.60885,136.67467
Jingaloo,High,2020-06-30,235,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.11311,133.61433
Jiwaranpa,Moderate,2020-06-30,646,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.55541,129.92674
Jodetluk,Low,2020-06-30,598,Family Outstation,Yes,Savanna,Roper Gulf Regional Council,Northern Land Council,40.0,Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.360001,132.43333
Jomet (Urpalarwn),High,2020-06-30,710,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.42069,133.11146
Jowar,High,2020-06-30,602,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.72747,134.42881
Jungarrayi Warrnu,Moderate,2020-06-30,695,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-22.68594,131.43088
Junkaji,Low,2020-06-30,734,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,2.0,Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-20.44656,134.14149
Kabalyarra,Moderate,2020-06-30,794,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,1.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.069458,134.212792
Kabulwarnamyo,Low,2020-06-30,1007,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Wardekken Land Management Ltd,Aboriginal Corporation,Yes,Yes,No,-12.76486,133.84472
Kakodbabuldi,Low,2020-06-30,326,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,4.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.407792,134.157792
Kalinjarri,Moderate,2020-06-30,736,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-20.39752,134.36571
Kalkarindji,High,2020-06-30,603,Major,No,Savanna,Victoria-Daly Regional Council,Central Land Council,392.0,Victoria Daly Regional Council,Local Government Association,Yes,Yes,No,-17.44675,130.83212
Kalpitapta,Moderate,2020-06-30,947,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,44.0,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-20.89936,135.35397
Kaltukatjara,Moderate,2020-06-30,66,Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,463.0,MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-24.876112,129.07916
Kalumbulani,High,2020-06-30,941,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-16.877195,131.21949
Kalumpurlpa,Moderate,2020-06-30,236,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,2.0,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.00387,133.91809
Kangaroo Island,Moderate,2020-06-30,237,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,5.0,Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-15.88848,136.53951
Kapalga,Low,2020-06-30,980,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,12.0,Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.698764,132.371125
Kaporilya,Low,2020-06-30,67,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,10.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.939736,132.720292
Kargaru,Low,2020-06-30,238,Town Camp,No,ERA,Barkly Regional Council,Central Land Council,49.0,Barkly Regional Council,Local Government Association,Yes,Yes,No,-19.658611,134.19806
Karnte,Moderate,2020-06-30,69,Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,36.0,Tangentyere Council Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.764375,133.864736
Karrinyarra,Low,2020-06-30,116,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,8.0,Yapa-Kurlangu Ngurrara Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.66329,131.87876
Katjutari,Low,2020-06-30,870,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,6.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.740847,132.004736
Kelerrk,Moderate,2020-06-30,883,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,2.0,Yantjarrwu Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.95783,130.32647
Kewulyi,Moderate,2020-06-30,1017,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,25.0,Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.92699,134.00927
Kiana,Moderate,2020-06-30,722,Family Outstation,No,Barkly,Roper Gulf Regional Council,Northern Land Council,18.0,Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-17.242361,136.18411
Kintore,Moderate,2020-06-30,72,Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,482.0,MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-23.27591,129.38725
Knuckey Lagoon Indigenous Village,Moderate,2020-06-30,344,Town Camp,No,ERA,Litchfield Council,Northern Land Council,54.0,Yilli Rreung Housing Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.436542,130.937486
Kolorbidahdah,Low,2020-06-30,345,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,25.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.61309,134.32539
Kubuyirr,High,2020-06-30,912,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.12168,129.78499
Kudantiga,High,2020-06-30,936,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.429181,129.429181
Kulaluk,Moderate,2020-06-30,347,Town Camp,No,ERA,Darwin City Council,Northern Land Council,,QP Plumbing and Building Pty Tls,Private Enterprise,Yes,Yes,No,-12.392792,130.848903
Kulang,Moderate,2020-06-30,747,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-24.71557,129.00638
Kulpitharra,Low,2020-06-30,76,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,4.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.739736,132.002792
Kultchill,High,2020-06-30,351,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.42586,129.57391
Kulumpurlpa,High,2020-06-30,14247,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.0053,134.9161
Kumunu,High,2020-06-30,1000,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,1.0,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-18.764181,133.639458
Kumurrulu,Low,2020-06-30,967,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,12.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.27171,134.07048
Kunapula,Moderate,2020-06-30,77,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.15697,129.23411
Kunayungku,Moderate,2020-06-30,239,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,Yes,No,-19.74209,133.72464
Kungarrewarl,Moderate,2020-06-30,391,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,4.0,Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.34346,133.05617
Kungkayunti,Moderate,2020-06-30,78,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.62647,131.24371
Kunoth,Low,2020-06-30,1029,Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,16.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.69054,133.880258
Kurinelli,Moderate,2020-06-30,14262,Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-20.6114,135.04
Kurippi,Low,2020-06-30,110,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,5.0,Yapa-Kurlangu Ngurrara Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.14211,132.05316
Kurkutjara,Moderate,2020-06-30,81,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.94178,129.41115
Kurntapurra,Moderate,2020-06-30,905,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,14.0,Manungurra Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-19.39177,135.39788
Kurraya,Low,2020-06-30,822,Family Outstation,Yes,Barkly,Barkly Regional Council,Central Land Council,1.0,Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-19.76559,134.47545
Kurrurldul,Low,2020-06-30,753,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,4.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.48806,134.24012
Kuwuma,Moderate,2020-06-30,776,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,1.0,Yantjarrwu Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.59805,130.36991
Kuy,Moderate,2020-06-30,718,Family Outstation,No,Vernon Arafura,West Daly Regional Council,Northern Land Council,1.0,West Daly Regional Council,Local Government Association,Yes,Yes,No,-14.03546,129.59784
Kwala,Low,2020-06-30,83,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,6.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.927236,132.889736
Kwale Kwale,Low,2020-06-30,925,Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,20.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.76972,133.57451
Kwombom,High,2020-06-30,777,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.95523,130.29075
Kybrook Farm,Moderate,2020-06-30,608,Minor,Yes,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,72.0,Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-13.86316,131.82196
Labrapuntja,Low,2020-06-30,85,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,10.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.91184,132.93926
Lajamanu,Moderate,2020-06-30,609,Major,No,Savanna,Central Desert Regional Council,Central Land Council,703.0,Central Desert Regional Council,Local Government Association,Yes,Yes,Yes,-18.335835,130.63834
Lake Katherine,Moderate,2020-06-30,833,Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.27374,135.06805
Langarra,Low,2020-06-30,519,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,45.0,Milingimbi & Outstations Progress Resource Association Inc,Aboriginal Corporation,Yes,Yes,No,-12.099181,135.361681
Laramba,Moderate,2020-06-30,86,Major,No,Alice Springs,Central Desert Regional Council,Central Land Council,281.0,Central Deset Regional Council,Local Government Association,Yes,Yes,Yes,-22.532972,132.75603
Larapinta Valley,Moderate,2020-06-30,87,Town Camp,No,ERA,Alice Springs Town Council,Central Land Council,90.0,Tangentyere Council Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.711042,133.851403
Larrpayanji,High,2020-06-30,696,Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.78334,134.68017
Leichardt,Moderate,2020-06-30,1008,Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,1.0,Yantjarrwu Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.84806,130.27907
Lija Mukumparla,High,2020-06-30,820,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.33208,135.08074
Likkaparta,Low,2020-06-30,721,Minor,No,Barkly,Barkly Regional Council,Central Land Council,8.0,North Barkly Aboriginal Corporation/ Far Northern Contractors Pty Ltd,Aboriginal Corporation,Yes,Yes,No,-19.34336,134.53799
Liku,High,2020-06-30,610,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.91141,130.50429
Lilla,Moderate,2020-06-30,88,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,16.0,Ngurratjuta Pmara Ntjarra Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-24.29728,131.60327
Liltjera,Low,2020-06-30,93,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,8.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.9364,132.63779
Lily Hole,High,2020-06-30,24996,Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,Yes,No,-17.247366,133.749567
Lingara,Moderate,2020-06-30,613,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,52.0,Victoria Daly Regional Council,Local Government Association,Yes,Yes,No,-16.486944,130.64333
Little Well,Low,2020-06-30,91,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,4.0,Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-24.13547,135.33314
Lizard Bore,Low,2020-06-30,856,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,4.0,MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.30034,131.13465
Ltira,Low,2020-06-30,92,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,15.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-24.05709,132.90182
Lul-tju,Low,2020-06-30,614,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,2.0,Central Desert Regional Council,Local Government Association,Yes,Yes,No,-18.37671,130.59313
Luntharra,Moderate,2020-06-30,871,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,3.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.73543,132.04497
Lyilyalanama,Low,2020-06-30,94,Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,2.0,Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.947236,132.744736
Mala,Moderate,2020-06-30,28,Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.69494,130.85331
Malgawa,Moderate,2020-06-30,376,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,17.0,Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.83887,133.91826
Malkala,Moderate,2020-06-30,522,Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,70.0,GEBIE Civil and Construction Pty Ltd,Private Enterprise,Yes,Yes,No,-13.891403,136.442236
Mallarrami,Moderate,2020-06-30,851,Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.77541,136.53563
Malnjangarnak,Low,2020-06-30,523,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,1.0,Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.660569,134.773347
Mamadawerre,Moderate,2020-06-30,355,Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,30.0,Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.25629,133.65782
Mamadi,High,2020-06-30,694,Family Outstation,No,Savanna,Victoria-Daly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.84951,129.63515
Manaburdurma,Moderate,2020-06-30,687,Town Camp,No,ERA,West Arnhem Regional Council,Northern Land Council,45.0,Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.66638,132.84319
